type,d,g,t,se_d,se_g,ci_lb_d,ci_ub_d,ci_lb_g,ci_ub_g,p_value,run,model_type,simulation,current_seen_hours,overall_seen_hours,batch_num,language,chronological_age,significant
tone_discrimination,0.0428941234126053,0.0428883927347946,-1.6072422891286442,0.0266880278200542,0.0266880278194701,-0.2772948206130707,0.3630830674382813,-0.2773005512873779,0.3630773367569672,0.108058649903072,run1,cpc,full_term,783.0,1006.9,251726,english,9.0,not significant
tone_discrimination,0.005564830382834,0.005564086918521,-0.2085141276133526,0.0266880256709714,0.0266880256709616,-0.3146241007510585,0.3257537615167267,-0.3146248442153126,0.3257530180523547,0.8348353684893105,run3,cpc,full_term,783.0,1006.9,251726,english,9.0,not significant
tone_discrimination,0.0301070797187064,0.0301030573967667,-1.1281119154856574,0.0266880267110594,0.0266880267107717,-0.2900818576544011,0.350296017091814,-0.2900858799746147,0.3502919947681483,0.2593223450131457,run2,cpc,full_term,783.0,1006.9,251726,english,9.0,not significant
tone_discrimination,0.0431874793119664,0.0431817094416508,-1.6182343311546148,0.0266880278500551,0.026688027849463,-0.2770014648936772,0.36337642351761,-0.2770072347604412,0.3633706536437429,0.105669475104121,run1,cpc,full_term,913.5,1137.4,284351,english,10.5,not significant
tone_discrimination,0.0186728635050662,0.0186703688005231,-0.6996719712810308,0.0266880260484203,0.0266880260483097,-0.3015160698930434,0.3388617969031759,-0.3015185645969225,0.3388593021979688,0.484162045607307,run3,cpc,full_term,913.5,1137.4,284351,english,10.5,not significant
tone_discrimination,0.0311999324708688,0.0311957641432173,-1.169061094984445,0.0266880267906572,0.0266880267903482,-0.2889890053797251,0.3513888703214627,-0.2889931737055229,0.3513847019919577,0.2424303034564471,run2,cpc,full_term,913.5,1137.4,284351,english,10.5,not significant
tone_discrimination,0.0579719269041149,0.0579641818237002,-2.172207404876977,0.0266880296268638,0.026688029625797,-0.2622170279601375,0.3781608817683674,-0.2622247730341529,0.3781531366815535,0.0298826072049846,run1,cpc,full_term,1044.0,1267.9,316976,english,12.0,significant
tone_discrimination,0.0133266547942285,0.0133248743460262,-0.4993495950918217,0.0266880258451759,0.0266880258451195,-0.306862277384671,0.333515586973128,-0.3068640578325351,0.3335138065245876,0.6175533583838505,run3,cpc,full_term,1044.0,1267.9,316976,english,12.0,not significant
tone_discrimination,0.0288980859689137,0.0288942251691851,-1.082810934200467,0.0266880266263087,0.0266880266260436,-0.2912908508957964,0.3490870228336239,-0.2912947116939349,0.3490831620323051,0.2789403757362066,run2,cpc,full_term,1044.0,1267.9,316976,english,12.0,not significant
tone_discrimination,0.0471449861997768,0.0471386876044261,-1.76652206671276,0.0266880282747674,0.0266880282740619,-0.2730439605536044,0.3673339329531582,-0.2730502591447229,0.3673276343535753,0.0773633979498058,run1,cpc,full_term,1566.0,1789.9,447477,english,18.0,not significant
tone_discrimination,0.0290900564137694,0.0290861699666868,-1.090004064463722,0.0266880266395339,0.0266880266392653,-0.2910988805302753,0.3492789933578143,-0.2911027669757466,0.3492751069091203,0.2757592037831521,run3,cpc,full_term,1566.0,1789.9,447477,english,18.0,not significant
tone_discrimination,0.0386547947603513,0.0386496304591141,-1.4483946954413702,0.0266880274093353,0.0266880274088611,-0.2815341468015302,0.3588437363222329,-0.2815393110999222,0.3588385720181506,0.1475641999422273,run2,cpc,full_term,1566.0,1789.9,447477,english,18.0,not significant
tone_discrimination,0.0395131935266794,0.0395079145429083,-1.4805588869066515,0.0266880274890517,0.0266880274885561,-0.2806757485133995,0.3597021355667584,-0.2806810274941976,0.3596968565800144,0.1387805628024392,run1,cpc,preterm,0.0,43.7,10926,english,0.0,not significant
tone_discrimination,0.0567158197375987,0.0567082424737727,-2.1251410844329697,0.0266880294557153,0.0266880294546943,-0.2634731340999791,0.3769047735751765,-0.2634807113576801,0.3768971963052255,0.0336185015070821,run3,cpc,preterm,0.0,43.7,10926,english,0.0,significant
tone_discrimination,0.0422274917804763,0.042221850165008,-1.5822636098787577,0.0266880277526394,0.0266880277520734,-0.2779614518407961,0.3624164354017488,-0.2779670934528691,0.3624107937828851,0.1136458499546911,run2,cpc,preterm,0.0,43.7,10926,english,0.0,not significant
tone_discrimination,0.0398173707752122,0.0398120511531982,-1.491956404756126,0.0266880275177196,0.0266880275172164,-0.2803715714368382,0.3600063129872628,-0.2803768910558333,0.3600009933622298,0.1357677511267043,run1,cpc,preterm,562.5,606.2,151551,english,7.5,not significant
tone_discrimination,0.0190098822027585,0.0190073424723373,-0.7123000578360985,0.0266880260635081,0.0266880260633934,-0.3011790512858588,0.3391988156913759,-0.3011815910155919,0.3391962759602666,0.476309168396983,run3,cpc,preterm,562.5,606.2,151551,english,7.5,not significant
tone_discrimination,0.030277251620919,0.0302732065639223,-1.134488254617866,0.0266880267232673,0.0266880267229763,-0.2899116858254205,0.3504661890672587,-0.2899157308806717,0.3504621440085163,0.2566393727058478,run2,cpc,preterm,562.5,606.2,151551,english,7.5,not significant
tone_discrimination,0.0510999874521024,0.0510931604664709,-1.9147159161393792,0.0266880287363892,0.0266880287355603,-0.2690889620704265,0.3712889369746315,-0.269095789051086,0.3712821099840279,0.0555805321197363,run1,cpc,preterm,693.0,736.7,184176,english,9.0,not significant
tone_discrimination,0.0086047078440905,0.0086035582505242,-0.322418299578892,0.0266880257221445,0.026688025722121,-0.3115842235967757,0.3287936392849568,-0.311585373190201,0.3287924896912494,0.7471481138074565,run3,cpc,preterm,693.0,736.7,184176,english,9.0,not significant
tone_discrimination,0.028153436163556,0.0281496748494393,-1.0549089149366675,0.0266880265758369,0.0266880265755853,-0.2920355003983871,0.3483423727254992,-0.2920392617109945,0.3483386114098732,0.2915136551938415,run2,cpc,preterm,693.0,736.7,184176,english,9.0,not significant
tone_discrimination,0.071833944567808,0.0718243475144255,-2.6916170402581354,0.0266880317645801,0.0266880317629421,-0.2483550231200423,0.3920229122556583,-0.2483646201635992,0.3920133151924503,0.0071321098237283,run1,cpc,preterm,823.5,867.2,216801,english,10.5,significant
tone_discrimination,0.0186799484806812,0.0186774528295815,-0.6999374452322361,0.0266880260487347,0.026688026048624,-0.3015089849193145,0.3388688818806769,-0.3015114805697496,0.3388663862289128,0.4839959743768054,run3,cpc,preterm,823.5,867.2,216801,english,10.5,not significant
tone_discrimination,0.0318449965864405,0.0318407420778785,-1.1932316396479494,0.0266880268389723,0.0266880268386504,-0.2883439415539826,0.3520339347268637,-0.2883481960606137,0.3520296802163707,0.2328304314773187,run2,cpc,preterm,823.5,867.2,216801,english,10.5,not significant
tone_discrimination,0.0596146176852802,0.0596066531404992,-2.233759008719165,0.0266880298563427,0.0266880298552146,-0.2605743385555558,0.3798035739261162,-0.2605823030935696,0.3797956093745682,0.0255390289555828,run1,cpc,preterm,954.0,997.7,249426,english,12.0,significant
tone_discrimination,0.0286520834526261,0.0286482555189651,-1.0735932228695657,0.0266880266094891,0.0266880266092285,-0.2915368533111876,0.34884102021644,-0.2915406812432854,0.3488371922812158,0.2830520022416412,run3,cpc,preterm,954.0,997.7,249426,english,12.0,not significant
tone_discrimination,0.0536412518744687,0.0536340853745523,-2.009937063525851,0.0266880290526147,0.0266880290517013,-0.2665476995450139,0.3738302032939514,-0.2665548660394514,0.373823036788556,0.0444866787534858,run2,cpc,preterm,954.0,997.7,249426,english,12.0,significant
tone_discrimination,0.0524068373766419,0.0523998357951621,-1.963683567117117,0.0266880288970922,0.0266880288962204,-0.2677821131099022,0.3725957878631861,-0.2677891146861524,0.3725887862764766,0.0496171093598332,run1,cpc,preterm,1476.0,1519.7,379927,english,18.0,significant
tone_discrimination,0.0360860300424821,0.036081208929584,-1.3521431123126733,0.0266880271812426,0.0266880271808292,-0.2841029101511306,0.356274970236095,-0.2841077312615493,0.3562701491207173,0.1763850829952996,run3,cpc,preterm,1476.0,1519.7,379927,english,18.0,not significant
tone_discrimination,0.0718376716379243,0.0718280740866032,-2.6917566935306323,0.0266880317652162,0.0266880317635781,-0.2483512960537421,0.3920266393295908,-0.2483608935952366,0.3920170417684432,0.0071292724261265,run2,cpc,preterm,1476.0,1519.7,379927,english,18.0,significant
tone_discrimination,0.0420025913694129,0.0419969798007596,-1.573836594177177,0.026688027730134,0.026688027729574,-0.2781863521168556,0.3621915348556814,-0.2781919636821495,0.3621859232836688,0.1155818400576991,run1,cpc,sanity_check_filtered,0.0,0.0,0,english,0.0,not significant
tone_discrimination,0.0328790125023987,0.0328746198487578,-1.2319762036007762,0.0266880269184823,0.0266880269181392,-0.2873099261149843,0.3530679511197817,-0.2873143187665667,0.3530635584640824,0.218009766608414,run3,cpc,sanity_check_filtered,0.0,0.0,0,english,0.0,not significant
tone_discrimination,0.0596755269371074,0.0596675542548178,-2.236041277653633,0.0266880298649748,0.0266880298638444,-0.2605134293555104,0.3798644832297252,-0.260521402031019,0.3798565105406548,0.0253882467342581,run2,cpc,sanity_check_filtered,0.0,0.0,0,english,0.0,significant
